index,Topics
MED-2154,"['adipokines / adverse effects', 'adipokines / metabolism', 'adipose tissue / physiology', 'animals', 'carcinoma, hepatocellular / epidemiology', 'carcinoma, hepatocellular / etiology', 'cell transformation, neoplastic / genetics', 'humans', 'inflammation mediators / adverse effects', 'inflammation mediators / metabolism', 'insulin / physiology', 'liver neoplasms / epidemiology', 'liver neoplasms / etiology', 'obesity / complications', 'obesity / epidemiology', 'somatomedins / physiology']"
MED-2155,"['animals', 'blood pressure', 'cardiovascular diseases', 'cardiovascular physiological phenomena', 'coffee', 'humans', 'insulin resistance', 'lipids / blood', 'mortality']"
MED-2156,"['8-hydroxy-2&#39;-deoxyguanosine', 'aged', 'alanine transaminase / blood', 'alanine transaminase / drug effects', 'aspartate aminotransferases / blood', 'aspartate aminotransferases / drug effects', 'caffeine / administration &amp; dosage', 'coffee', 'collagen / blood', 'collagen / drug effects', 'cross-over studies', 'deoxyguanosine / analogs &amp; derivatives', 'deoxyguanosine / blood', 'female', 'hepacivirus', 'hepatitis c, chronic / enzymology', 'hepatitis c, chronic / prevention &amp; control', 'hepatitis c, chronic / virology', 'humans', 'male', 'middle aged', 'prospective studies', 'rna, viral / blood', 'rna, viral / drug effects', 'telomere / drug effects', 'telomere / ultrastructure']"
MED-2157,"['biomarkers, tumor / analysis', 'carcinoma, hepatocellular / diagnosis', 'carcinoma, hepatocellular / etiology', 'carcinoma, hepatocellular / physiopathology', 'carcinoma, hepatocellular / therapy', 'combined modality therapy', 'diagnosis, differential', 'disease management', 'hepatectomy', 'hepatitis b, chronic / complications', 'humans', 'liver / pathology', 'liver cirrhosis / complications', 'liver function tests', 'liver neoplasms / diagnosis', 'liver neoplasms / etiology', 'liver neoplasms / physiopathology', 'liver neoplasms / therapy', 'liver transplantation', 'magnetic resonance imaging / methods', 'neoplasm staging', 'paraneoplastic syndromes / etiology', 'paraneoplastic syndromes / physiopathology', 'prognosis', 'alpha-fetoproteins / analysis']"
MED-2158,"['case-control studies', 'coffee', 'cohort studies', 'confidence intervals', 'drinking behavior', 'female', 'humans', 'liver neoplasms / epidemiology', 'male', 'odds ratio', 'risk factors']"
MED-2159,"['adult', 'alcohol drinking / psychology', 'alcoholism / enzymology', 'alcoholism / psychology', 'analysis of variance', 'biomarkers / blood', 'coffee', 'confidence intervals', 'cross-sectional studies', 'dose-response relationship, drug', 'female', 'finland / epidemiology', 'humans', 'male', 'middle aged', 'sex characteristics', 'smoking / metabolism', 'surveys and questionnaires', 'young adult', 'gamma-glutamyltransferase / blood']"
MED-2160,"['aged', 'chronic disease', 'coffee', 'feeding behavior', 'humans', 'liver', 'liver diseases / epidemiology', 'liver diseases / mortality', 'liver neoplasms / epidemiology', 'liver neoplasms / mortality', 'male', 'middle aged', 'proportional hazards models', 'risk factors', 'smoking']"
MED-2161,"['carcinoma, hepatocellular / epidemiology', 'carcinoma, hepatocellular / prevention &amp; control', 'coffee', 'diet / methods', 'feeding behavior', 'humans', 'incidence', 'liver neoplasms / epidemiology', 'liver neoplasms / prevention &amp; control', 'risk assessment']"
MED-2162,"['adult', 'aged', 'body mass index', 'cohort studies', 'confounding factors, epidemiologic', 'female', 'humans', 'male', 'middle aged', 'neoplasms / mortality', 'obesity / complications', 'prevalence', 'proportional hazards models', 'prospective studies', 'risk', 'risk factors', 'surveys and questionnaires', 'united states / epidemiology']"
MED-2163,"['adult', 'aging', 'coronary disease / enzymology', 'coronary disease / epidemiology', 'female', 'humans', 'male', 'middle aged', 'norway', 'regression analysis', 'risk', 'sex factors', 'gamma-glutamyltransferase / blood']"
MED-2164,"['age factors', 'community health planning', 'essential tremor / diagnosis', 'essential tremor / epidemiology', 'ethnic groups', 'europe / epidemiology', 'global health', 'humans', 'prevalence', 'quality of life', 'sex factors']"
MED-2165,"['adult', 'aged', 'carbolines / cerebrospinal fluid', 'case-control studies', 'female', 'harmine / analogs &amp; derivatives', 'harmine / cerebrospinal fluid', 'humans', 'male', 'middle aged', 'neurotoxins / cerebrospinal fluid', 'parkinson disease / cerebrospinal fluid']"
MED-2166,[]
MED-2167,"['adult', 'aged', 'caffeine / adverse effects', 'central nervous system stimulants / adverse effects', 'coffee / adverse effects', 'dose-response relationship, drug', 'drinking behavior / physiology', 'essential tremor / etiology', 'female', 'humans', 'logistic models', 'male', 'middle aged', 'retrospective studies', 'risk factors', 'severity of illness index', 'tea / adverse effects']"
MED-2168,"['cooking', 'diet', 'harmine / analogs &amp; derivatives', 'harmine / analysis', 'humans', 'meat', 'neurotoxins / analysis']"
MED-2169,"['carbolines / administration &amp; dosage', 'carbolines / analysis', 'chromatography, high pressure liquid / methods', 'environmental exposure / analysis', 'food analysis / methods', 'food contamination / analysis', 'food handling / methods', 'harmine / administration &amp; dosage', 'harmine / analogs &amp; derivatives', 'harmine / analysis', 'mutagens / analysis', 'neurotoxins / administration &amp; dosage', 'neurotoxins / analysis', 'smoke / analysis', 'tobacco / chemistry']"
MED-2170,[]
MED-2171,[]
MED-2172,"['carbolines / analysis', 'carbolines / toxicity', 'food', 'harmine / analogs &amp; derivatives', 'harmine / analysis', 'harmine / toxicity', 'humans', 'mutagens / analysis', 'mutagens / toxicity', 'tobacco smoke pollution / analysis']"
MED-2173,"['1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine', '1-methyl-4-phenylpyridinium', 'animals', 'blood-brain barrier', 'cell survival / drug effects', 'drug contamination', 'humans', 'parkinson disease, secondary / chemically induced', 'pyridines / metabolism', 'pyridines / toxicity', 'pyridinium compounds / toxicity']"
MED-2174,"['aged', 'chi-square distribution', 'essential tremor / blood', 'essential tremor / genetics', 'female', 'harmine / analogs &amp; derivatives', 'harmine / blood', 'harmine / genetics', 'humans', 'male', 'middle aged', 'neoplasms / blood', 'neoplasms / genetics']"
MED-2175,"['aspartic acid / analogs &amp; derivatives', 'aspartic acid / analysis', 'basal ganglia / chemistry', 'cerebellar cortex / chemistry', 'cerebellar cortex / metabolism', 'cerebellum / chemistry', 'creatine / analysis', 'essential tremor / blood', 'female', 'harmine / adverse effects', 'harmine / analogs &amp; derivatives', 'harmine / blood', 'humans', 'lead / blood', 'male', 'neurotoxins / blood', 'nuclear magnetic resonance, biomolecular', 'pilot projects', 'single-blind method', 'thalamus / chemistry', 'videotape recording']"
MED-2176,"['biological availability', 'biomarkers / blood', 'carbolines', 'harmine / analogs &amp; derivatives', 'harmine / pharmacokinetics', 'harmine / toxicity', 'humans']"
MED-2177,"['adult', 'female', 'humans', 'male', 'meperidine / analogs &amp; derivatives', 'meperidine / metabolism', 'opioid-related disorders / complications', 'parkinson disease, secondary / chemically induced', 'parkinson disease, secondary / metabolism', 'substantia nigra / drug effects']"
MED-2178,"['adult', 'aged', 'aged, 80 and over', 'biomarkers / blood', 'drug synergism', 'environmental exposure / adverse effects', 'essential tremor / blood', 'essential tremor / chemically induced', 'essential tremor / diagnosis', 'female', 'hand / pathology', 'harmine / analogs &amp; derivatives', 'harmine / blood', 'harmine / toxicity', 'humans', 'lead / blood', 'lead / toxicity', 'male', 'middle aged', 'tremor / blood', 'tremor / chemically induced', 'tremor / diagnosis', 'young adult']"
MED-2179,"['aged', 'asian continental ancestry group', 'cohort studies', 'cooking', 'energy intake', 'female', 'follow-up studies', 'fruit', 'health behavior', 'health surveys', 'humans', 'male', 'meals', 'proportional hazards models', 'socioeconomic factors', 'surveys and questionnaires', 'taiwan', 'vegetables']"
MED-2180,"['chi-square distribution', 'cookbooks as topic / standards', 'cross-sectional studies', 'dietary carbohydrates / standards', 'dietary fats / standards', 'dietary fiber / standards', 'dietary proteins / standards', 'dietary sucrose / standards', 'energy intake', 'fast foods / standards', 'guidelines as topic', 'humans', 'meals', 'nutritive value', 'sodium, dietary / standards', 'statistics, nonparametric', 'television', 'united kingdom', 'world health organization']"
MED-2181,"['adolescent', 'child', 'child, preschool', 'diet / standards', 'diet / trends', 'energy intake / physiology', 'fast foods', 'feeding behavior', 'female', 'food dispensers, automatic / statistics &amp; numerical data', 'food preferences', 'food services', 'humans', 'male', 'nutrition surveys', 'nutritive value', 'obesity / epidemiology', 'obesity / etiology', 'restaurants / statistics &amp; numerical data', 'schools', 'united states']"
MED-2182,"['canada', 'cooking', 'diet / trends', 'food preferences', 'food / economics', 'health promotion', 'health status disparities', 'health status', 'humans']"
MED-2183,"['adult', 'aged', 'cooking', 'feeding behavior', 'female', 'health education / methods', 'humans', 'male', 'middle aged', 'program evaluation', 'randomized controlled trials as topic']"
MED-2184,"['adolescent', 'adult', 'age factors', 'aged', 'cooking / statistics &amp; numerical data', 'cross-sectional studies', 'economic recession / statistics &amp; numerical data', 'feeding behavior', 'female', 'humans', 'male', 'middle aged', 'poverty / statistics &amp; numerical data', 'socioeconomic factors', 'time factors', 'unemployment / statistics &amp; numerical data', 'united states', 'young adult']"
MED-2185,"['biological availability', 'cooking', 'digestion / physiology', 'hot temperature', 'humans', 'ipomoea batatas / chemistry', 'ipomoea batatas / ultrastructure', 'micelles', 'microscopy', 'plant roots / chemistry', 'plant roots / ultrastructure', 'beta carotene / metabolism']"
MED-2186,"['adult', 'case-control studies', 'cholelithiasis / epidemiology', 'cholelithiasis / etiology', 'cholelithiasis / prevention &amp; control', 'diet', 'female', 'fruit', 'gallbladder neoplasms / epidemiology', 'gallbladder neoplasms / etiology', 'gallbladder neoplasms / prevention &amp; control', 'humans', 'male', 'meat', 'middle aged', 'odds ratio', 'risk factors', 'vegetables']"
MED-2187,"['beverages', 'brassica / chemistry', 'brassica / economics', 'costs and cost analysis', 'daucus carota / chemistry', 'daucus carota / economics', 'diet / economics', 'energy intake', 'food handling', 'humans', 'ipomoea batatas / chemistry', 'lycopersicon esculentum / chemistry', 'lycopersicon esculentum / economics', 'micronutrients / analysis', 'nutritive value', 'solanum tuberosum / chemistry', 'solanum tuberosum / economics', 'united states', 'united states department of agriculture', 'vegetables / chemistry', 'vegetables / economics']"
MED-2188,"['antioxidants / analysis', 'antioxidants / pharmacology', 'benzothiazoles', 'biphenyl compounds / metabolism', 'brazil', 'carotenoids / analysis', 'diet', 'food handling / methods', 'hot temperature', 'humans', 'ipomoea batatas / chemistry', 'ipomoea batatas / classification', 'phenols / analysis', 'picrates / metabolism', 'plant roots / chemistry', 'species specificity', 'sulfonic acids / metabolism', 'thiazoles / metabolism', 'vitamin a / metabolism', 'vitamin a deficiency / prevention &amp; control']"
MED-2189,[]
MED-2190,"['anthocyanins / analysis', 'consumer behavior', 'dietary fiber / analysis', 'humans', 'ipomoea batatas / chemistry', 'ipomoea batatas / physiology', 'minerals / analysis', 'nutritional physiological phenomena', 'nutritive value', 'plant proteins / analysis', 'taste', 'vitamins / analysis', 'beta carotene / analysis']"
MED-2191,"['antioxidants / analysis', 'ascorbic acid / analysis', 'carbohydrates / analysis', 'food handling / methods', 'free radical scavengers / analysis', 'hot temperature', 'inhibitory concentration 50', 'ipomoea batatas / chemistry', 'nutritive value', 'phenols / analysis', 'turkey', 'beta carotene / analysis']"
MED-2192,"['acupressure', 'acute coronary syndrome / complications', 'acute coronary syndrome / nursing', 'china', 'constipation / etiology', 'constipation / prevention &amp; control', 'dietary fiber / therapeutic use', 'female', 'foot / blood supply', 'humans', 'hydrotherapy', 'ipomoea batatas', 'male', 'massage', 'middle aged', 'patient satisfaction']"
MED-2193,"['adaptation, physiological / genetics', 'amino acid sequence', 'gene expression regulation, plant', 'ipomoea batatas / genetics', 'ipomoea batatas / physiology', 'molecular sequence data', 'plant proteins / biosynthesis', 'plant proteins / chemistry', 'plant proteins / metabolism', 'stress, physiological / genetics']"
MED-2194,"['aberrant crypt foci / chemically induced', 'aberrant crypt foci / drug therapy', 'animals', 'anthocyanins / analysis', 'anthocyanins / pharmacology', 'antineoplastic agents / pharmacology', 'antioxidants / pharmacology', 'azoxymethane / toxicity', 'caspase 3 / genetics', 'caspase 3 / metabolism', 'cell cycle / drug effects', 'cell line, tumor', 'cell proliferation / drug effects', 'chromatography, high pressure liquid', 'colorectal neoplasms / prevention &amp; control', 'dietary fiber / analysis', 'epithelial cells / drug effects', 'epithelial cells / metabolism', 'female', 'glucosides / pharmacology', 'humans', 'immunohistochemistry', 'ipomoea batatas / chemistry', 'mice', 'phenols / analysis', 'plant extracts / pharmacology', 'proliferating cell nuclear antigen / genetics', 'proliferating cell nuclear antigen / metabolism']"
MED-2195,"['acrylamide / analysis', 'asparagine / analysis', 'color', 'cooking / methods', 'fructose / analysis', 'glucose / analysis', 'hot temperature', 'ipomoea batatas / chemistry', 'plant oils / analysis']"
MED-2196,"['administration, oral', 'adolescent', 'adult', 'animals', 'body weight', 'carcinoma / drug therapy', 'carcinoma / veterinary', 'disease models, animal', 'drug administration schedule', 'female', 'humans', 'maximum tolerated dose', 'membrane glycoproteins / administration &amp; dosage', 'membrane glycoproteins / adverse effects', 'membrane glycoproteins / pharmacokinetics', 'membrane glycoproteins / pharmacology', 'mice', 'mice, inbred balb c', 'mice, nude', 'middle aged', 'ovarian neoplasms / drug therapy', 'ovarian neoplasms / veterinary', 'serine proteinase inhibitors / administration &amp; dosage', 'serine proteinase inhibitors / adverse effects', 'serine proteinase inhibitors / pharmacokinetics', 'serine proteinase inhibitors / pharmacology', 'transplantation, heterologous', 'trypsin inhibitor, kunitz soybean / administration &amp; dosage', 'trypsin inhibitor, kunitz soybean / adverse effects', 'trypsin inhibitor, kunitz soybean / pharmacokinetics', 'trypsin inhibitor, kunitz soybean / pharmacology']"
MED-2197,"['apoptosis / drug effects', 'caspases / metabolism', 'cell cycle proteins / analysis', 'cell division / drug effects', 'cell line, tumor', 'dna fragmentation / drug effects', 'flow cytometry', 'humans', 'ipomoea batatas / chemistry', 'leukemia, promyelocytic, acute', 'plant tubers / chemistry', 'trypsin inhibitors / isolation &amp; purification', 'trypsin inhibitors / pharmacology']"
MED-2198,[]
MED-2199,"['antineoplastic agents / administration &amp; dosage', 'antineoplastic agents / pharmacology', 'apoptosis / drug effects', 'cell line, tumor', 'cell proliferation / drug effects', 'dose-response relationship, drug', 'down-regulation / drug effects', 'glycogen synthase kinase 3 / drug effects', 'glycogen synthase kinase 3 / metabolism', 'humans', 'phosphorylation / drug effects', 'plant proteins / administration &amp; dosage', 'plant proteins / pharmacology', 'proto-oncogene proteins c-akt / drug effects', 'proto-oncogene proteins c-akt / metabolism', 'signal transduction / drug effects', 'tongue neoplasms / drug therapy', 'tongue neoplasms / pathology']"
MED-2200,"['adult', 'case-control studies', 'cholelithiasis / epidemiology', 'cholelithiasis / etiology', 'cholelithiasis / prevention &amp; control', 'diet', 'female', 'fruit', 'gallbladder neoplasms / epidemiology', 'gallbladder neoplasms / etiology', 'gallbladder neoplasms / prevention &amp; control', 'humans', 'male', 'meat', 'middle aged', 'odds ratio', 'risk factors', 'vegetables']"
MED-2201,"['beverages', 'brassica / chemistry', 'brassica / economics', 'costs and cost analysis', 'daucus carota / chemistry', 'daucus carota / economics', 'diet / economics', 'energy intake', 'food handling', 'humans', 'ipomoea batatas / chemistry', 'lycopersicon esculentum / chemistry', 'lycopersicon esculentum / economics', 'micronutrients / analysis', 'nutritive value', 'solanum tuberosum / chemistry', 'solanum tuberosum / economics', 'united states', 'united states department of agriculture', 'vegetables / chemistry', 'vegetables / economics']"
MED-2202,"['anthocyanins / analysis', 'consumer behavior', 'dietary fiber / analysis', 'humans', 'ipomoea batatas / chemistry', 'ipomoea batatas / physiology', 'minerals / analysis', 'nutritional physiological phenomena', 'nutritive value', 'plant proteins / analysis', 'taste', 'vitamins / analysis', 'beta carotene / analysis']"
MED-2203,"['acupressure', 'acute coronary syndrome / complications', 'acute coronary syndrome / nursing', 'china', 'constipation / etiology', 'constipation / prevention &amp; control', 'dietary fiber / therapeutic use', 'female', 'foot / blood supply', 'humans', 'hydrotherapy', 'ipomoea batatas', 'male', 'massage', 'middle aged', 'patient satisfaction']"
MED-2204,"['adaptation, physiological / genetics', 'amino acid sequence', 'gene expression regulation, plant', 'ipomoea batatas / genetics', 'ipomoea batatas / physiology', 'molecular sequence data', 'plant proteins / biosynthesis', 'plant proteins / chemistry', 'plant proteins / metabolism', 'stress, physiological / genetics']"
MED-2205,"['animals', 'antineoplastic agents / isolation &amp; purification', 'antineoplastic agents / pharmacology', 'carcinoma, lewis lung / drug therapy', 'carcinoma, lewis lung / secondary', 'cell line, tumor', 'cell movement / drug effects', 'cell proliferation / drug effects', 'colorectal neoplasms / drug therapy', 'colorectal neoplasms / pathology', 'dose-response relationship, drug', 'humans', 'inhibitory concentration 50', 'ipomoea batatas / chemistry', 'mice', 'mice, inbred c57bl', 'mice, nude', 'neoplasm invasiveness', 'phytotherapy', 'plant proteins / isolation &amp; purification', 'plant proteins / pharmacology', 'plant roots', 'plants, medicinal', 'time factors', 'xenograft model antitumor assays']"
MED-2206,"['diet, vegetarian / psychology', 'ecological systems, closed', 'evaluation studies as topic', 'feeding behavior / psychology', 'food preferences / psychology', 'food technology', 'humans', 'ipomoea batatas', 'life support systems', 'menu planning', 'nutritive value', 'space flight', 'united states', 'united states national aeronautics and space administration', 'weightlessness']"
MED-2207,"['apoptosis / drug effects', 'caspases / metabolism', 'cell cycle proteins / analysis', 'cell division / drug effects', 'cell line, tumor', 'dna fragmentation / drug effects', 'flow cytometry', 'humans', 'ipomoea batatas / chemistry', 'leukemia, promyelocytic, acute', 'plant tubers / chemistry', 'trypsin inhibitors / isolation &amp; purification', 'trypsin inhibitors / pharmacology']"
MED-2208,"['administration, oral', 'adolescent', 'adult', 'animals', 'body weight', 'carcinoma / drug therapy', 'carcinoma / veterinary', 'disease models, animal', 'drug administration schedule', 'female', 'humans', 'maximum tolerated dose', 'membrane glycoproteins / administration &amp; dosage', 'membrane glycoproteins / adverse effects', 'membrane glycoproteins / pharmacokinetics', 'membrane glycoproteins / pharmacology', 'mice', 'mice, inbred balb c', 'mice, nude', 'middle aged', 'ovarian neoplasms / drug therapy', 'ovarian neoplasms / veterinary', 'serine proteinase inhibitors / administration &amp; dosage', 'serine proteinase inhibitors / adverse effects', 'serine proteinase inhibitors / pharmacokinetics', 'serine proteinase inhibitors / pharmacology', 'transplantation, heterologous', 'trypsin inhibitor, kunitz soybean / administration &amp; dosage', 'trypsin inhibitor, kunitz soybean / adverse effects', 'trypsin inhibitor, kunitz soybean / pharmacokinetics', 'trypsin inhibitor, kunitz soybean / pharmacology']"
MED-2209,[]
MED-2210,"['antineoplastic agents / administration &amp; dosage', 'antineoplastic agents / pharmacology', 'apoptosis / drug effects', 'cell line, tumor', 'cell proliferation / drug effects', 'dose-response relationship, drug', 'down-regulation / drug effects', 'glycogen synthase kinase 3 / drug effects', 'glycogen synthase kinase 3 / metabolism', 'humans', 'phosphorylation / drug effects', 'plant proteins / administration &amp; dosage', 'plant proteins / pharmacology', 'proto-oncogene proteins c-akt / drug effects', 'proto-oncogene proteins c-akt / metabolism', 'signal transduction / drug effects', 'tongue neoplasms / drug therapy', 'tongue neoplasms / pathology']"
MED-2211,"['age distribution', 'aged', 'aged, 80 and over', 'alzheimer disease / epidemiology', 'china / epidemiology', 'dementia / epidemiology', 'epidemiologic methods', 'female', 'humans', 'male', 'middle aged']"
MED-2212,[]
MED-2213,"['african continental ancestry group / genetics', 'aged', 'aged, 80 and over', 'alzheimer disease / diagnosis', 'alzheimer disease / epidemiology', 'alzheimer disease / genetics', 'analysis of variance', 'bayes theorem', 'dementia / diagnosis', 'dementia / epidemiology', 'dementia / genetics', 'developed countries / statistics &amp; numerical data', 'developing countries / statistics &amp; numerical data', 'female', 'humans', 'incidence', 'indiana / epidemiology', 'longitudinal studies', 'male', 'neuropsychological tests', 'nigeria / epidemiology', 'probability', 'risk factors']"
MED-2214,"['aged', 'alzheimer disease / economics', 'alzheimer disease / epidemiology', 'cost of illness', 'delphi technique', 'female', 'global health', 'humans', 'male', 'meta-analysis as topic', 'middle aged', 'prevalence']"
MED-2215,"['aged', 'aged, 80 and over', 'alzheimer disease / epidemiology', 'alzheimer disease / etiology', 'california / epidemiology', 'dementia / epidemiology', 'dementia / etiology', 'dementia, multi-infarct / epidemiology', 'dementia, multi-infarct / etiology', 'diet, vegetarian', 'feeding behavior', 'female', 'humans', 'life style', 'male', 'meat / adverse effects', 'middle aged', 'religion and medicine', 'risk factors']"
MED-2216,"['aged', 'aged, 80 and over', 'alcohol drinking / epidemiology', 'alzheimer disease / epidemiology', 'alzheimer disease / etiology', 'cohort studies', 'cross-cultural comparison', 'developing countries', 'diet / trends', 'feeding behavior / psychology', 'female', 'humans', 'japan', 'lung neoplasms / epidemiology', 'male', 'nutritional physiological phenomena', 'prevalence', 'risk factors']"
MED-2217,"['aged', 'aged, 80 and over', 'alzheimer disease / epidemiology', 'cohort studies', 'educational status', 'female', 'humans', 'incidence', 'india / epidemiology', 'logistic models', 'male', 'mental status schedule', 'middle aged', 'prevalence', 'rural health / statistics &amp; numerical data']"
MED-2218,"['age distribution', 'aged', 'aged, 80 and over', 'alzheimer disease / epidemiology', 'asian americans', 'cohort studies', 'cross-cultural comparison', 'dementia / epidemiology', 'dementia / ethnology', 'dementia, vascular / epidemiology', 'hawaii / epidemiology', 'humans', 'japan / epidemiology', 'japan / ethnology', 'logistic models', 'male', 'middle aged', 'neuropsychological tests', 'prevalence', 'prospective studies']"
MED-2219,"['animals', 'caffeine / pharmacology', 'carbonated beverages / adverse effects', 'glutathione / metabolism', 'glycation end products, advanced / metabolism', 'male', 'oxidative stress / drug effects', 'phosphoproteins / genetics', 'rats, wistar', 'testis / drug effects', 'testis / metabolism', 'testosterone / blood', 'testosterone / metabolism']"
MED-2220,"['diet / standards', 'dietary supplements', 'dietetics / standards', 'health status', 'humans', 'life style', 'nutrition policy', 'nutritional physiological phenomena / physiology', 'nutritional status', 'organizational policy', 'societies', 'united states']"
MED-2221,"['conflict of interest', 'feeding behavior', 'food', 'food industry / legislation &amp; jurisprudence', 'health promotion', 'humans', 'nutrition policy', 'nutritional status', 'obesity / epidemiology', 'obesity / prevention &amp; control', 'politics', 'public policy', 'social marketing', 'social responsibility', 'tobacco industry / legislation &amp; jurisprudence', 'united states / epidemiology']"
MED-2222,"['blood circulation', 'brachial artery / physiology', 'brachial artery / physiopathology', 'cacao / chemistry', 'cardiovascular diseases / physiopathology', 'eating', 'health', 'humans', 'vasodilation']"
MED-2223,"['antioxidants / analysis', 'biphenyl compounds / analysis', 'cacao / chemistry', 'candy / analysis', 'free radicals / analysis', 'lipids / analysis', 'picrates / analysis', 'polyphenols / analysis', 'proteins / analysis']"
MED-2224,"['blood platelets / drug effects', 'blood platelets / physiology', 'cacao', 'candy', 'coronary angiography / methods', 'coronary vessels / drug effects', 'coronary vessels / physiology', 'double-blind method', 'endothelium, vascular / drug effects', 'endothelium, vascular / physiology', 'flavonoids / administration &amp; dosage', 'heart transplantation / methods', 'humans', 'platelet adhesiveness / drug effects', 'platelet adhesiveness / physiology', 'vasodilation / drug effects', 'vasodilation / physiology', 'vasomotor system / drug effects', 'vasomotor system / physiopathology']"
MED-2225,"['adult', 'biomarkers / blood', 'cacao', 'candy', 'cross-over studies', 'female', 'flavonoids / pharmacology', 'healthy volunteers', 'humans', 'kidney / drug effects', 'kidney / metabolism', 'magnetic resonance imaging', 'male', 'middle aged', 'oxygen / blood', 'oxygen consumption / drug effects', 'pilot projects', 'young adult']"
MED-2226,"['adult', 'biomarkers / metabolism', 'brachial artery / drug effects', 'brachial artery / physiology', 'cacao', 'cardiovascular diseases / diet therapy', 'cardiovascular diseases / epidemiology', 'cardiovascular diseases / prevention &amp; control', 'cholesterol / blood', 'cross-over studies', 'dietary sucrose / administration &amp; dosage', 'endothelium, vascular / drug effects', 'endothelium, vascular / physiology', 'female', 'humans', 'male', 'middle aged', 'overweight / diet therapy', 'overweight / epidemiology', 'placebos', 'risk factors', 'vasodilation / drug effects', 'vasodilation / physiology']"
MED-2227,"['blood platelets / physiology', 'blood pressure / physiology', 'cacao / chemistry', 'candy', 'cardiovascular diseases / epidemiology', 'cholesterol, ldl / drug effects', 'dietary supplements', 'endothelium, vascular / drug effects', 'endothelium, vascular / physiology', 'flavonoids / pharmacology', 'humans', 'insulin resistance / physiology', 'life style', 'nitric oxide / metabolism', 'risk assessment', 'vascular stiffness / drug effects']"
MED-2228,"['biomarkers', 'blood glucose / drug effects', 'blood pressure / drug effects', 'cacao / chemistry', 'candy', 'cardiovascular diseases / drug therapy', 'cardiovascular system / drug effects', 'flavonoids / administration &amp; dosage', 'humans', 'insulin / blood', 'randomized controlled trials as topic', 'reproducibility of results', 'risk factors']"
MED-2229,"['adolescent', 'adult', 'antioxidants / pharmacology', 'biomarkers / blood', 'brassica / chemistry', 'diabetes mellitus, type 2 / drug therapy', 'dose-response relationship, drug', 'double-blind method', 'female', 'humans', 'lipoproteins, ldl / blood', 'lipoproteins, ldl / drug effects', 'male', 'malondialdehyde / blood', 'middle aged', 'oxidative stress / drug effects', 'phytotherapy', 'plant preparations / pharmacology', 'powders / pharmacology', 'young adult']"
MED-2230,"['antioxidants / analysis', 'beverages / analysis', 'databases, factual', 'electrochemical techniques / instrumentation', 'electrochemical techniques / methods', 'food analysis / methods', 'free radicals / chemistry', 'humans', 'reactive nitrogen species / chemistry', 'reactive oxygen species / chemistry']"
MED-2231,"['animals', 'brassica / chemistry', 'brassica / growth &amp; development', 'brassica / metabolism', 'diabetes complications / diet therapy', 'diabetes complications / genetics', 'diabetes complications / metabolism', 'diabetes complications / prevention &amp; control', 'diabetes mellitus, type 2 / complications', 'diabetes mellitus, type 2 / diet therapy', 'diabetes mellitus, type 2 / genetics', 'diabetes mellitus, type 2 / metabolism', 'humans']"
MED-2232,"['anticarcinogenic agents / administration &amp; dosage', 'anticarcinogenic agents / chemistry', 'brassica / chemistry', 'epithelial-mesenchymal transition', 'hedgehog proteins / metabolism', 'humans', 'isothiocyanates', 'nf-kappa b / metabolism', 'neoplasms / diet therapy', 'neoplasms / pathology', 'neoplasms / prevention &amp; control', 'neoplastic stem cells / drug effects', 'neoplastic stem cells / metabolism', 'thiocyanates / administration &amp; dosage', 'thiocyanates / chemistry']"
MED-2233,"['brassica / chemistry', 'brassica / growth &amp; development', 'brassica / metabolism', 'germination', 'glucosinolates / analysis', 'glucosinolates / metabolism', 'imidoesters / analysis', 'imidoesters / metabolism', 'isothiocyanates', 'plant extracts / analysis', 'plant extracts / metabolism', 'seeds / chemistry', 'seeds / growth &amp; development', 'seeds / metabolism', 'thiocyanates / analysis', 'thiocyanates / metabolism']"
MED-2234,"['adult', 'antioxidants / administration &amp; dosage', 'antioxidants / adverse effects', 'antioxidants / analysis', 'antioxidants / therapeutic use', 'blood glucose / analysis', 'brassica / chemistry', 'diabetes mellitus, type 2 / blood', 'diabetes mellitus, type 2 / diet therapy', 'diabetes mellitus, type 2 / metabolism', 'dietary supplements / adverse effects', 'dietary supplements / analysis', 'double-blind method', 'female', 'humans', 'hyperglycemia / etiology', 'hyperglycemia / prevention &amp; control', 'hyperinsulinism / etiology', 'hyperinsulinism / prevention &amp; control', 'insulin / blood', 'insulin resistance', 'iran', 'isothiocyanates / administration &amp; dosage', 'isothiocyanates / adverse effects', 'isothiocyanates / analysis', 'isothiocyanates / therapeutic use', 'male', 'middle aged', 'patient compliance', 'patient dropouts', 'plant shoots / chemistry']"
